"","(Intercept)","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","OverallQual","TotalBsmtSF","GrLivArea","KitchenQualFa","KitchenQualGd","KitchenQualTA","GarageArea","BsmtFinSF1","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1LwQ","BsmtFinType1NoBasement","BsmtFinType1Rec","BsmtFinType1Unf","OverallCond","LotArea","X1stFlrSF"
"986",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1161.58965895078,1161.11604134724,0,0,1,240,1039.02731509968,0,0,0,0,0,0,5,10878.9463431586,1160.99259288921
"1387",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1389.58965895078,2781.11604134724,0,1,0,564,789.027315099676,1,0,0,0,0,0,5,16690.9463431586,1388.99259288921
"581",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1141.58965895078,1426.11604134724,0,1,0,572,593.027315099676,1,0,0,0,0,0,6,14583.9463431586,1425.99259288921
"200",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1710.58965895078,1710.11604134724,0,0,0,856,1087.02731509968,0,1,0,0,0,0,5,9589.94634315856,1709.99259288921
"18",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-2.41034104921716,1293.11604134724,0,0,1,516,-0.972684900323611,0,0,0,1,0,0,5,10789.9463431586,1292.99259288921
"961",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,855.589658950783,855.116041347238,0,0,1,0,695.027315099676,1,0,0,0,0,0,7,7205.94634315856,854.99259288921
"139",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1001.58965895078,1849.11604134724,0,1,0,660,667.027315099676,0,1,0,0,0,0,5,9064.94634315856,1000.99259288921
"1378",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,981.589658950783,1601.11604134724,0,0,1,660,407.027315099676,0,0,1,0,0,0,5,10996.9463431586,980.99259288921
"1354",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2030.58965895078,3235.11604134724,0,1,0,666,815.027315099676,0,1,0,0,0,0,5,14718.9463431586,2049.99259288921
"1328",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,813.589658950783,813.116041347238,0,1,0,264,640.027315099676,0,0,0,0,0,0,9,6598.94634315856,812.99259288921
"663",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1389.58965895078,1389.11604134724,0,0,1,576,-0.972684900323611,0,0,0,0,0,1,3,13558.9463431586,1388.99259288921
"648",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1091.58965895078,1091.11604134724,0,0,1,495,499.027315099676,0,0,0,0,1,0,5,10450.9463431586,1090.99259288921
"232",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1459.58965895078,2791.11604134724,0,0,0,810,688.027315099676,0,1,0,0,0,0,5,15136.9463431586,1486.99259288921
"1007",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1654.58965895078,1654.11604134724,0,0,1,484,1236.02731509968,0,0,1,0,0,0,3,12153.9463431586,1653.99259288921
"606",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,765.589658950783,1983.11604134724,0,0,1,486,453.027315099676,1,0,0,0,0,0,6,13598.9463431586,1182.99259288921
"681",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,920.589658950783,920.116041347238,0,0,1,264,542.027315099676,1,0,0,0,0,0,5,8010.94634315856,919.99259288921
"277",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1557.58965895078,1557.11604134724,0,1,0,573,-0.972684900323611,0,0,0,0,0,1,5,9194.94634315856,1556.99259288921
"1438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1929.58965895078,1929.11604134724,0,0,0,774,1335.02731509968,0,1,0,0,0,0,5,12442.9463431586,1928.99259288921
"792",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1026.58965895078,1059.11604134724,0,0,1,539,538.027315099676,0,0,0,0,0,0,5,11331.9463431586,1058.99259288921
"764",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1249.58965895078,2362.11604134724,0,1,0,856,1162.02731509968,0,1,0,0,0,0,5,9428.94634315856,1264.99259288921
"103",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,-2.41034104921716,1532.11604134724,0,0,1,410,-0.972684900323611,0,0,0,1,0,0,5,7016.94634315856,1531.99259288921
"48",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1653.58965895078,1653.11604134724,0,1,0,826,23.0273150996764,0,1,0,0,0,0,5,11094.9463431586,1652.99259288921
"852",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1270.58965895078,1453.11604134724,0,1,0,400,-0.972684900323611,0,0,0,0,0,1,5,3194.94634315856,1452.99259288921
"1230",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1072.58965895078,1504.11604134724,0,0,1,404,665.027315099676,0,0,0,0,0,0,5,7908.94634315856,1503.99259288921
"1329",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1507.58965895078,2789.11604134724,0,0,1,520,492.027315099676,0,0,1,0,0,0,7,10438.9463431586,1580.99259288921
"742",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,909.589658950783,909.116041347238,0,1,0,288,831.027315099676,0,1,0,0,0,0,8,6766.94634315856,908.99259288921
"695",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,924.589658950783,1536.11604134724,0,0,1,576,-0.972684900323611,0,0,0,0,0,1,6,6118.94634315856,1063.99259288921
"1301",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,975.589658950783,1980.11604134724,0,1,0,490,693.027315099676,0,1,0,0,0,0,5,10760.9463431586,1001.99259288921
"670",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,697.589658950783,1177.11604134724,1,0,0,252,-0.972684900323611,0,0,0,0,0,1,5,11598.9463431586,1176.99259288921
"900",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,909.589658950783,1233.11604134724,0,0,1,288,464.027315099676,1,0,0,0,0,0,7,6991.94634315856,1232.99259288921
"793",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1114.58965895078,2010.11604134724,0,0,1,455,861.027315099676,0,1,0,0,0,0,5,9918.94634315856,1123.99259288921
"315",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,725.589658950783,1638.11604134724,0,0,0,546,15.0273150996764,0,0,1,0,0,0,7,9598.94634315856,828.99259288921
"340",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1212.58965895078,1212.11604134724,0,0,1,297,584.027315099676,0,0,0,0,1,0,7,12398.9463431586,1211.99259288921
"1452",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1570.58965895078,1575.11604134724,0,0,0,840,-0.972684900323611,0,0,0,0,0,1,5,9260.94634315856,1574.99259288921
"595",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,921.589658950783,921.116041347238,0,0,1,280,-0.972684900323611,0,0,0,0,0,1,6,7988.94634315856,920.99259288921
"230",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1370.58965895078,1552.11604134724,0,1,0,430,15.0273150996764,0,1,0,0,0,0,5,3180.94634315856,1551.99259288921
"979",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,891.589658950783,891.116041347238,0,0,1,400,551.027315099676,0,0,1,0,0,0,5,9448.94634315856,890.99259288921
"138",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1904.58965895078,1956.11604134724,0,0,1,766,-0.972684900323611,0,0,0,0,0,1,5,11068.9463431586,1955.99259288921
"1132",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,971.589658950783,971.116041347238,0,0,1,0,211.027315099676,1,0,0,0,0,0,5,10710.9463431586,970.99259288921
"804",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1731.58965895078,2819.11604134724,0,0,0,1020,-0.972684900323611,0,0,0,0,0,1,5,13889.9463431586,1730.99259288921
"729",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1581.58965895078,1773.11604134724,0,0,1,888,-0.972684900323611,0,0,0,0,0,1,5,11473.9463431586,1772.99259288921
"430",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1389.58965895078,1409.11604134724,0,1,0,576,1004.02731509968,0,1,0,0,0,0,5,11455.9463431586,1408.99259288921
"592",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1719.58965895078,2293.11604134724,0,0,0,842,1337.02731509968,0,1,0,0,0,0,5,13476.9463431586,1724.99259288921
"653",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,877.589658950783,1713.11604134724,0,1,0,512,-0.972684900323611,0,0,0,0,0,1,5,8748.94634315856,905.99259288921
"236",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,480.589658950783,984.116041347238,0,0,1,264,357.027315099676,0,0,0,0,0,0,3,1678.94634315856,479.99259288921
"690",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1359.58965895078,1359.11604134724,0,1,0,460,19.0273150996764,0,0,0,0,0,0,5,7575.94634315856,1358.99259288921
"98",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,957.589658950783,957.116041347238,0,0,1,432,519.027315099676,0,0,0,0,1,0,5,10919.9463431586,956.99259288921
"362",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,880.589658950783,1502.11604134724,0,0,1,240,398.027315099676,0,0,0,0,1,0,5,9142.94634315856,984.99259288921
"1331",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1585.58965895078,1585.11604134724,0,1,0,825,-0.972684900323611,0,0,0,0,0,1,5,9998.94634315856,1584.99259288921
"370",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1060.58965895078,1284.11604134724,0,1,0,576,71.0273150996764,0,0,0,0,0,0,7,9828.94634315856,1283.99259288921
"1161",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,852.589658950783,1453.11604134724,0,0,1,440,310.027315099676,0,0,0,0,0,0,5,2278.94634315856,851.99259288921
"579",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,686.589658950783,1389.11604134724,0,1,0,540,-0.972684900323611,0,0,0,0,0,1,5,3602.94634315856,699.99259288921
"1011",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,717.589658950783,1268.11604134724,0,0,1,312,-0.972684900323611,0,0,0,0,0,1,5,21284.9463431586,716.99259288921
"1140",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,912.589658950783,1164.11604134724,0,0,1,495,644.027315099676,1,0,0,0,0,0,5,8729.94634315856,1163.99259288921
"535",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,704.589658950783,1411.11604134724,0,1,0,403,-0.972684900323611,0,0,0,0,0,1,5,9054.94634315856,703.99259288921
"83",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1560.58965895078,1560.11604134724,0,1,0,758,32.0273150996764,0,1,0,0,0,0,5,10204.9463431586,1559.99259288921
"434",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,923.589658950783,1601.11604134724,0,0,1,470,-0.972684900323611,0,0,0,0,0,1,5,10837.9463431586,922.99259288921
"934",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1497.58965895078,1497.11604134724,0,1,0,570,19.0273150996764,0,1,0,0,0,0,5,8485.94634315856,1496.99259288921
"436",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,796.589658950783,1658.11604134724,0,1,0,550,384.027315099676,0,1,0,0,0,0,6,10665.9463431586,823.99259288921
"812",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,845.589658950783,845.116041347238,0,1,0,420,661.027315099676,0,1,0,0,0,0,5,4436.94634315856,844.99259288921
"1082",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1037.58965895078,1037.11604134724,0,0,1,308,823.027315099676,0,0,0,0,0,0,5,7498.94634315856,1036.99259288921
"1101",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,287.589658950783,435.116041347238,1,0,0,246,289.027315099676,0,0,0,0,1,0,5,8398.94634315856,434.99259288921
"503",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1211.58965895078,1211.11604134724,0,0,1,461,697.027315099676,0,0,0,0,0,0,7,9168.94634315856,1210.99259288921
"489",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,951.589658950783,2411.11604134724,0,0,1,520,663.027315099676,1,0,0,0,0,0,4,10798.9463431586,1762.99259288921
"1149",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,569.589658950783,1108.11604134724,0,0,1,288,-0.972684900323611,0,0,0,0,0,1,7,5698.94634315856,568.99259288921
"827",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,781.589658950783,781.116041347238,0,1,0,0,783.027315099676,0,0,0,0,0,0,6,6128.94634315856,780.99259288921
"950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1158.58965895078,1378.11604134724,0,1,0,676,981.027315099676,0,0,0,0,0,0,7,9358.94634315856,1377.99259288921
"775",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1932.58965895078,1970.11604134724,0,1,0,895,-0.972684900323611,0,0,0,0,0,1,5,14224.9463431586,1969.99259288921
"1156",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1434.58965895078,1434.11604134724,0,1,0,528,1156.02731509968,0,0,0,0,0,0,8,10766.9463431586,1433.99259288921
"376",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,680.589658950783,901.116041347238,1,0,0,0,349.027315099676,1,0,0,0,0,0,1,10018.9463431586,900.99259288921
"245",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,945.589658950783,2107.11604134724,0,1,0,463,694.027315099676,0,1,0,0,0,0,5,8878.94634315856,1218.99259288921
"1460",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1253.58965895078,1253.11604134724,0,0,1,276,829.027315099676,1,0,0,0,0,0,6,9935.94634315856,1252.99259288921
"642",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1054.58965895078,1926.11604134724,0,1,0,650,737.027315099676,0,1,0,0,0,0,5,7048.94634315856,1053.99259288921
"1118",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,891.589658950783,891.116041347238,0,1,0,450,701.027315099676,1,0,0,0,0,0,7,9762.94634315856,890.99259288921
"241",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1563.58965895078,1563.11604134724,0,1,0,750,1077.02731509968,0,1,0,0,0,0,5,8998.94634315856,1562.99259288921
"965",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,814.589658950783,1891.11604134724,0,1,0,510,623.027315099676,0,1,0,0,0,0,5,11314.9463431586,820.99259288921
"921",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,925.589658950783,1718.11604134724,0,1,0,471,813.027315099676,0,1,0,0,0,0,5,8460.94634315856,932.99259288921
"1199",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1209.58965895078,1209.11604134724,0,1,0,573,-0.972684900323611,0,0,0,0,0,1,5,9098.94634315856,1208.99259288921
"1321",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1475.58965895078,1475.11604134724,0,0,1,442,188.027315099676,0,0,0,0,0,0,3,8398.94634315856,1474.99259288921
"903",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,780.589658950783,1506.11604134724,0,1,0,393,-0.972684900323611,0,0,0,0,0,1,5,7873.94634315856,803.99259288921
"493",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,725.589658950783,1453.11604134724,0,0,1,429,-0.972684900323611,0,0,0,0,0,1,5,15576.9463431586,724.99259288921
"128",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,669.589658950783,837.116041347238,0,0,1,0,115.027315099676,0,0,1,0,0,0,7,4386.94634315856,836.99259288921
"1174",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1595.58965895078,3083.11604134724,0,0,0,0,151.027315099676,0,0,0,0,1,0,6,18028.9463431586,1632.99259288921
"359",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1059.58965895078,1349.11604134724,0,1,0,288,299.027315099676,1,0,0,0,0,0,4,6928.94634315856,1348.99259288921
"746",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1139.58965895078,2712.11604134724,0,1,0,831,574.027315099676,0,1,0,0,0,0,9,8961.94634315856,1171.99259288921
"1404",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1482.58965895078,1461.11604134724,0,1,0,754,928.027315099676,0,1,0,0,0,0,5,15254.9463431586,1460.99259288921
"1060",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,851.589658950783,1988.11604134724,0,0,1,432,296.027315099676,0,0,0,0,1,0,7,11273.9463431586,1092.99259288921
"401",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1257.58965895078,1285.11604134724,0,0,0,500,785.027315099676,0,1,0,0,0,0,5,14961.9463431586,1284.99259288921
"1347",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1565.58965895078,2153.11604134724,0,0,1,508,296.027315099676,1,0,0,0,0,0,7,20779.9463431586,2152.99259288921
"1370",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1654.58965895078,1665.11604134724,0,1,0,502,369.027315099676,1,0,0,0,0,0,5,10633.9463431586,1664.99259288921
"275",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,813.589658950783,813.116041347238,0,0,1,264,545.027315099676,0,0,0,0,0,0,7,8312.94634315856,812.99259288921
"650",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,627.589658950783,627.116041347238,0,0,1,0,130.027315099676,1,0,0,0,0,0,6,1934.94634315856,626.99259288921
"338",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1533.58965895078,1533.11604134724,0,1,0,532,809.027315099676,0,1,0,0,0,0,5,9133.94634315856,1532.99259288921
"228",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,480.589658950783,984.116041347238,0,0,1,280,320.027315099676,0,0,0,0,1,0,6,1867.94634315856,479.99259288921
"1256",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,881.589658950783,1364.11604134724,0,0,1,560,424.027315099676,0,0,1,0,0,0,6,6238.94634315856,955.99259288921
"705",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1470.58965895078,1481.11604134724,0,1,0,606,711.027315099676,0,1,0,0,0,0,5,8398.94634315856,1480.99259288921
"162",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1569.58965895078,2665.11604134724,0,0,0,726,1015.02731509968,0,1,0,0,0,0,5,13686.9463431586,1568.99259288921
"321",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1246.58965895078,2593.11604134724,0,1,0,840,-0.972684900323611,0,0,0,0,0,1,5,16257.9463431586,1245.99259288921
"897",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,948.589658950783,948.116041347238,0,0,1,327,284.027315099676,0,0,0,0,0,0,6,8763.94634315856,947.99259288921
"1200",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1048.58965895078,1379.11604134724,0,0,1,459,546.027315099676,0,0,0,0,1,0,5,11233.9463431586,1378.99259288921
"125",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1359.58965895078,1583.11604134724,0,0,1,435,-0.972684900323611,0,0,0,0,0,1,5,17041.9463431586,1582.99259288921
"951",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,861.589658950783,861.116041347238,0,1,0,720,397.027315099676,0,0,0,0,0,0,8,7198.94634315856,860.99259288921
"1181",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1213.58965895078,2511.11604134724,0,0,1,693,1215.02731509968,0,0,1,0,0,0,5,11168.9463431586,1294.99259288921
"1019",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,381.589658950783,1469.11604134724,0,1,0,402,-0.972684900323611,0,0,0,0,0,1,5,10782.9463431586,798.99259288921
"1435",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1123.58965895078,1123.11604134724,0,0,1,484,935.027315099676,0,0,0,0,0,0,5,17398.9463431586,1122.99259288921
"807",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,977.589658950783,977.116041347238,0,0,1,384,399.027315099676,0,0,0,0,0,0,5,9748.94634315856,976.99259288921
"1184",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1117.58965895078,1127.11604134724,0,0,1,720,820.027315099676,0,0,0,0,1,0,6,10798.9463431586,1126.99259288921
"1183",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2393.58965895078,4473.11604134724,0,0,0,813,2095.02731509968,0,1,0,0,0,0,5,15621.9463431586,2407.99259288921
"422",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1599.58965895078,1599.11604134724,0,1,0,529,1245.02731509968,0,0,0,0,0,0,7,16633.9463431586,1598.99259288921
"325",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,707.589658950783,2975.11604134724,0,1,0,564,-0.972684900323611,0,0,0,0,0,1,7,11273.9463431586,1894.99259288921
"205",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,717.589658950783,1281.11604134724,0,0,1,240,311.027315099676,0,0,1,0,0,0,7,3498.94634315856,716.99259288921
"399",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,958.589658950783,1074.11604134724,0,0,1,338,-0.972684900323611,0,0,0,0,0,1,2,8965.94634315856,1073.99259288921
"631",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,633.589658950783,1747.11604134724,0,0,0,240,-0.972684900323611,0,0,0,0,0,1,6,8998.94634315856,1085.99259288921
"1141",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,949.589658950783,949.116041347238,0,0,1,840,851.027315099676,0,0,0,0,0,0,7,7348.94634315856,948.99259288921
"1235",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,937.589658950783,1961.11604134724,0,0,1,0,-0.972684900323611,0,0,0,0,0,1,6,8523.94634315856,1020.99259288921
"377",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,867.589658950783,911.116041347238,0,0,1,576,297.027315099676,0,1,0,0,0,0,5,8844.94634315856,910.99259288921
